OTU_ID	Mag551	AmbKAF	Kib309	Mas621	Mas620	Kib490	Kib497	Kib496	Kib495	Kib499	Mas624	Tav186	Nam119	Sul275	Sul274	AmbGYA	Tav234	Olo523	Olo167	Olo161	Tav217	Mas619	Mas614	Mas615	Mas616	Olo524	AmbWAJ	KibA4	AmbANE	Nam109	KibA5	Tav225	Tav224	Nam25	Mas622	Nam22	Nam21	Nam20	Tav229	Kib384	Bis105	Bis104	Bis107	Bis106	Bis101	Bis100	Bis103	Olo184	Nam49	Nam120	Tav199	AmbLEY	Mas602	Mas601	Mas600	BLANK1	BLANK2	BLANK3	BLANK4	Tav227	Bis83	Bis82	Bis81	Nam24	Bis85	Bis84	Bis89	Nak647	Nam55	Nam52	Nam50	Nam51	NaiU	Olo172	Olo173	Ema724	AmbCAY	NaiL	NaiN	Kib512	Kib355	Nam114	Nam115	Nam116	Nam117	Nam110	Olo577	NaiB	Olo575	Kib484	Mag530	Mag533	Bis98	Tav207	Bis96	Bis97	Bis90	Bis91	Bis92	Bis93	Nam45	Sul276	Olo182	AmbGRA	Mag536	Mag542	Olo160	OloP	AmbHOJ	Kib507	Bis62	Kib503	Bis66	Nam41	Olo563	Olo564	Olo566	Mag548	AmbYUG	TavA	Mag540	Mag541	AmbBOO	Mag544	Mag545	Mag547	Nam112	AmbTHU	Olo159	Olo150	Olo152	Olo155	Olo156	AmbFIN	Bis71	Bis77	Bis74	Mag550	Bis79	Mas587	Sul287	Sul281	Olo570	WaterBLANK1	Mas597	Mas596	Mas595	Mas592	Olo571	Kib509B	Mas589	Mas598	SulZ12	Nam8	Sul292	Sul291	Sul290	Ema711	Ema704	Ema705	Ema706	Ema710	Ema701	Ema702	Olo573	SulN	WaterBLANK	Ema708	Ema709	KibA6	SulZ6	Kib314	SulZ5	Nam13	AmbLYB	Nam16	Nam17	Nam15	Mag531	Kib485	Kib486	Kib487	Mag535	SulI	Kib482	Kib483	AmbHYD	Kib488	Tav205	Olo526	Tav245	Bis73	Olo183	Olo146	KibX	KibY	Ema717	Olo149	Ema715	Ema719	KibT	Olo148	taxonomy
r1.511	0	0	0	0	9.360374415	11.8851106	16.97530864	2.751031637	9.321761491	20.61507266	4.115226337	4.310344828	11.15107914	0.2891845	13.27072274	0	0.524658972	2.994827117	0	0	0	0	0	0	11.12185687	2.949852507	0	16.02023609	0	3.805686143	0	2.153316107	17.05598813	1.072577762	2.193944713	0	1.64406083	0	0.326370757	0	10.36138489	0	14.61872778	1.282599401	4.139433551	6.637674525	7.778738116	3.451251079	6.603773585	0.291205591	0	0	4.116920543	0.510204082	4.678650579	0	0	0	0	0	4.163997438	1.290988897	4.606365159	0	10.2663707	10.58884298	13.01084237	0.555864369	0	10.8892922	13.78070701	12.24944321	0	2.75008594	26.95924765	0	0	0	7.084661707	4.081632653	0	11.17185643	2.721088435	6.696035242	5.624092888	0.293255132	0.634517766	125.9198692	3.061849357	17.67091541	0.40866367	5.071851226	5.858230814	0	0	46.09595484	24.42126685	43.63267377	5.067567568	5.702280912	8.650519031	2.915451895	2.769124264	0	6.989247312	0	0	0	0	8.335574079	11.94144838	2.392344498	4.998333889	7.460155985	0	10	0	8.223684211	0	2.296738631	0	4.236006051	0	44.20045045	0	0	0	0	13.7272456	5.882352941	3.731343284	0	2.886002886	0	3.098030538	1.485884101	0	9.764035801	5.822981366	52.21397492	2.977076511	22.24260491	0	0	0.802954874	1.44092219	7.972000778	4.626951995	1.640689089	2.136181575	5.373455132	0	5.988023952	34.20342034	0	0	7.009345794	12.19512195	0	5.959475566	0	8.719596145	0	0.604229607	0	8.181246067	0	3.96039604	0	4.110393423	5.801906341	1.040041602	0.932835821	0	0	0	4.373177843	0	8.793356131	6.464646465	11.8319858	15.44289044	0	0	15.10700797	4.067402673	0	8.255365988	0	2.660989888	3.115264798	8.138351984	2.096436059	21.08194113	25.03265128	0	3.48763475	58.07935595	2.604166667	0.784313725	17.07650273	2.698145025	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.512	23.70275464	0	0	6.607929515	24.57098284	11.22482668	33.95061728	6.877579092	18.00064288	36.16086516	0	9.099616858	5.755395683	17.64025448	4.695794202	0	0	12.7960795	19.87494417	0.957854406	5.347593583	2.870813397	9.966777409	0.240384615	15.95744681	19.0101606	0	16.02023609	0	7.611372286	8.244994111	0.430663221	10.01112347	7.865570254	28.52128126	15.78947368	3.288121661	3.644646925	6.853785901	0	43.9727066	3.892427459	2.370604504	5.985463873	29.62962963	2.288853285	20.16709882	5.004314064	39.1509434	30.57658707	6.088280061	0	11.52737752	1.020408163	2.954937208	0	0	0	0	6.572769953	20.81998719	32.27472244	1.256281407	5.728835137	21.36514983	57.59297521	13.51125938	2.223457476	3.421309873	12.70417423	8.388256441	16.70378619	0.381388253	0	44.51410658	17.45339151	0	0	15.58625576	24.48979592	25.53444181	8.7948657	15.98639456	22.20264317	14.5137881	10.26392962	6.979695431	19.4875988	4.2865891	33.603708	4.903964038	5.917159763	0.585823081	0	28.39471465	20.69614299	2.543881964	19.02587519	7.31981982	13.80552221	10.38062284	4.78967097	1.038421599	0.67114094	3.225806452	0	4.924592182	4.893964111	5.708848716	16.13336919	2.311248074	3.289473684	26.991003	5.764665988	6.1213133	1.5	23.50728726	1.644736842	0	4.593477262	6.195786865	3.63086233	1.640689089	30.68693694	4.830917874	72.26107226	58.39416058	0	23.57505222	0.420168067	15.49942595	3.327787022	1.082251082	0	16.59659217	14.11589896	23.18323674	15.45972335	26.78571429	20.22011774	1.488538255	8.254987388	10.70336391	0	0.481772924	10.08645533	3.49990278	26.31578947	43.88843314	0.267022697	0.537345513	7.009345794	13.27779224	31.95319532	37.2632865	3.539341138	20.44392523	0	0	9.535160906	0	0.458926113	0	3.625377644	5.223447475	6.293266205	0	23.76237624	0	7.046388726	4.351429755	13.52054082	4.197761194	0	0	6.703910615	6.316812439	3.965107058	54.22569614	21.01010101	29.18556498	5.536130536	10.97509498	15.67398119	70.07973143	21.49912841	0	2.20143093	23.58974359	4.789781799	12.90609702	46.11732791	12.57861635	3.579952267	53.76578145	0	6.024096386	52.32892467	24.47916667	2.352941176	6.147540984	22.59696459	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.513	28.50736707	32.9512894	0.539956803	18.50220264	8.580343214	2.310993727	3.395061728	0	2.892960463	3.041568097	1.371742112	1.436781609	1.079136691	4.048582996	0.816659861	1.091703057	13.11647429	4.35611217	0.893255918	6.704980843	0	42.10526316	4.429678848	25.24038462	3.384912959	2.949852507	0	7.588532884	0	6.04432505	0	11.19724376	5.932517612	6.792992492	17.5515577	1.754385965	1.64406083	3.644646925	23.49869452	97.83420463	0	0	4.346108258	1.282599401	1.960784314	7.553215839	6.050129646	3.106125971	1.41509434	3.785672685	480.2130898	17.10914454	18.52614245	3.06122449	79.29081507	0	0	0	0	45.07042254	20.1793722	0.774593338	10.05025126	10.82113304	5.826859046	1.033057851	5.170975813	18.89938855	13.19648094	1.814882033	4.19412822	2.598366741	11.06025934	4.12512891	2.821316614	0	10	0	0	0.408163265	4.750593824	0.950796292	5.442176871	13.56828194	2.721335269	0	2.538071066	1.635322976	0.612369871	0	11.85124642	9.298393914	5.272407733	28.99718083	3.93590104	0	0.763164589	6.849315068	0	0	1.297577855	7.288629738	3.115264798	27.51677852	15.05376344	6.63423264	28.93197907	6.117455139	7.136060894	7.52890562	2.311248074	3.588516746	2.332555815	1.356391997	11.96438509	4.5	2.820874471	19.73684211	18.42751843	3.67478181	0	17.24659607	9.844134537	16.89189189	6.441223833	14.56876457	6.082725061	0	0	0	0.287026406	0.415973378	1.443001443	7.097791798	3.540606329	0.742942051	24.07489969	2.847843775	1.940993789	6.142820578	0.595415302	10.54803944	4.587155963	0	5.138911193	5.043227666	2.138829477	2.602660497	0.410172272	1.068090788	24.71789361	7.009345794	3.644884145	0.450045005	0	0	4.088785047	0	0	0.595947557	4.87804878	1.835704452	0	0.604229607	10.73708648	2.202643172	0	4.620462046	0	1.761597181	0.621632822	2.080083203	4.197761194	5.042016807	20.4415372	1.117318436	25.99611273	5.551149881	7.327796776	1.212121212	0	16.02564103	19.41747573	7.836990596	1.678556441	6.391632772	14	1.651073198	0.341880342	0.532197978	9.790832221	0	1.677148847	0	2.829777971	11.49425287	3.170577045	0	2.604166667	13.33333333	0.683060109	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
r1.514	0	0	0	0	0	0	0.308641975	0	13.50048216	28.0500169	0	0	19.78417266	10.41064199	10.82074316	0	19.93704092	10.3457664	8.709245199	0	40.10695187	0	0	3.605769231	0.967117988	13.11045559	0	2.529510961	0	18.35683904	0	17.22652885	5.190952911	4.647836968	0	0	0	0	13.7075718	0	20.97548648	7.784854919	2.765705255	0	8.71459695	17.39528496	7.202535292	4.486626402	16.50943396	0	0	0	0	2.551020408	0	0	0	0	0	0	0.64061499	15.23366899	0	0	0	25.56818182	40.70058382	1.667593107	0	15.72897762	23.66686639	6.681514477	1.525553013	0	16.61442006	0.793335978	0	0	6.376195537	7.346938776	0	21.15521749	8.163265306	47.04845815	5.261248186	8.211143695	11.4213198	18.12482965	6.736068585	13.61529548	0	0	10.25190393	0	31.48720832	23.51834431	13.22818621	40.84221208	13.23198198	7.202881152	6.920415225	4.581424406	0	0	0	0.442282176	0	0	0	0	6.163328197	45.45454545	0	8.477449983	0	22	2.820874471	0	0	1.837390905	0	6.354009077	0	0	0	0	0	0	6.863622799	6.302521008	11.48105626	21.21464226	8.297258297	0	24.7842443	1.485884101	0	0	0.388198758	23.29152803	10.71747544	23.84774134	1.529051988	0	1.445318773	0	7.972000778	23.42394448	0	9.078771696	0	0	19.52616506	10.80108011	3.054367746	1.089028042	0	4.06504065	0	7.151370679	0	6.424965581	0	1.208459215	13.63900174	11.64254248	0	5.940594059	0	0	0	0	0	0	0	5.586592179	15.06316812	0	0	21.41414141	16.95917965	15.15151515	0	10.44932079	0	12.78326554	0	0	0	21.02182012	0.890075656	17.97219396	0	21.4797136	26.33870266	0	9.194673431	7.475560667	0	0	12.97814208	6.745362563	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.515	27.86675208	126.0744986	31.3174946	53.30396476	5.850234009	17.49752394	45.98765432	15.130674	8.036001286	7.434944238	117.9698217	8.141762452	5.035971223	11.56737999	3.47080441	169.2139738	19.41238195	1.633542064	8.932559178	5.747126437	10.02673797	3.827751196	1.107419712	56.73076923	7.736943907	10.48836447	51.63511188	4.215851602	133.8709677	5.82046116	14.13427562	27.56244617	4.078605858	19.66392563	8.336989908	15.35087719	17.67365393	14.5785877	9.791122715	23.15160568	12.88855193	6.723283793	17.77953378	19.66652416	14.37908497	35.01945525	32.55545952	9.145815358	22.16981132	11.06581246	23.59208524	176.4011799	43.63935776	34.18367347	64.26988426	0	0	0	0	59.15492958	11.85137732	0.774593338	19.26298157	33.73647358	38.56825749	28.15082645	11.34278565	6.670372429	31.28054741	2.41984271	13.78070701	1.484780995	32.03661327	11.00034376	1.880877743	0.396667989	141.8181818	42.10526316	13.10662416	4.081632653	5.93824228	1.901592584	7.142857143	13.39207048	3.628447025	3.519061584	5.076142132	11.31098392	4.2865891	5.50405562	9.399264405	3.38123415	22.55418864	100.281917	12.3699747	5.017246786	11.95624523	11.16184678	13.23198198	9.903961585	12.11072664	20.82465639	15.57632399	42.95302013	10.75268817	0	103.4164358	12.23491028	46.14652712	31.99784888	8.089368259	13.4569378	9.330223259	13.90301797	26.4329438	6.5	7.052186178	2.467105263	31.94103194	10.5649977	4.956629492	2.420574887	37.73584906	3.096846847	5.636070853	32.63403263	4.866180049	0	5.669949269	5.882352941	3.444316877	3.743760399	16.95526696	77.28706625	14.16242532	6.315007429	8.024966563	3.2546786	5.822981366	16.63680573	10.12206014	37.14744325	8.409785933	0	53.79797655	29.5389049	35.97122302	41.64256796	28.71205906	8.277703605	11.82160129	28.03738318	6.769070555	15.75157516	13.43921808	11.70705146	10.51401869	0	0	22.64600715	0	1.835704452	0	3.625377644	15.67034243	2.202643172	0	5.940594059	9.661835749	30.53435115	4.765851637	8.320332813	3.264925373	26.8907563	112.0196239	25.32588454	32.79883382	20.6185567	1.465559355	5.656565657	16.95917965	16.31701632	5.065428451	39.70741902	0	4.067402673	72	12.10787012	8.205128205	2.660989888	125.5006676	12.20752798	0.838574423	6.76213206	7.618633	10.77586207	3.170577045	0	0	7.058823529	2.732240437	2.023608769	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
r1.516	1.281229981	0	45.89632829	26.43171806	3.120124805	0	2.160493827	1.375515818	1.285760206	10.81446435	2.743484225	1.436781609	9.352517986	3.181029497	9.799918334	0	1.573976915	18.78573373	2.903081733	0	4.010695187	14.35406699	6.644518272	1.923076923	1.450676983	1.966568338	0	1.686340641	0	16.34206403	2.355712603	0.430663221	0	14.65856275	7.459412023	1.754385965	2.466091245	9.111617312	1.305483029	27.63256161	8.086934546	6.369426752	1.580403003	4.702864472	15.90413943	5.493247883	2.881014117	6.384814495	5.188679245	8.736167734	5.327245053	0	0.411692054	1.530612245	5.663629648	0	0	0	0	5.633802817	15.37475977	7.487735605	8.37520938	2.54614895	5.826859046	6.973140496	14.17848207	0	8.308895406	19.35874168	9.58657879	2.227171492	1.14416476	0	4.07523511	3.966679889	0	3.007518797	1.062699256	2.040816327	10.09501188	3.090087949	4.761904762	19.030837	8.88969521	1.173020528	1.903553299	20.57781412	10.41028781	3.476245655	9.399264405	5.071851226	23.14001172	0.805477245	0.281135789	3.449357165	6.105316713	2.790461695	5.067567568	6.302521008	16.00346021	29.77925864	3.461405331	0	1.075268817	0.442282176	3.385657125	0	0	2.420005378	4.237288136	0.598086124	8.66377874	7.460155985	5.564830273	13.5	1.410437236	4.111842105	0	0.918695452	4.956629492	7.26172466	0	3.378378378	2.415458937	8.158508159	4.866180049	0	1.790510295	3.361344538	2.583237658	2.495840266	5.050505051	0	13.71984952	11.88707281	8.024966563	3.2546786	8.928571429	2.047606859	0	4.356798899	1.146788991	0	3.051228521	2.88184438	13.02741591	5.205320995	1.640689089	3.47129506	2.686727566	0	4.425930747	7.200720072	3.054367746	8.71222434	2.920560748	0	0	13.11084625	0	0.917852226	8.474576271	7.250755287	11.027278	3.775959723	0	3.96039604	0	1.761597181	1.450476585	9.360374415	6.996268657	11.76470588	0	10.4283054	7.531584062	4.758128469	2.93111871	2.424242424	6.901991718	0.874125874	4.221190376	7.314524556	1.258917331	8.71586287	0	5.503577325	4.444444444	2.660989888	5.785491767	22.71956595	2.096436059	6.76213206	11.75446234	0.718390805	4.438807863	3.450258769	5.208333333	5.490196078	0.683060109	0.674536256	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
r1.517	0	0	5.399568035	18.06167401	0	48.86101023	21.2962963	32.55387437	4.50016072	0.337952011	0	25.86206897	1.798561151	2.602660497	12.65822785	0	6.820566632	7.078682276	13.17552479	0	58.82352941	26.79425837	22.14839424	3.125	27.56286267	0	1.721170396	6.745362563	0	0.223863891	0	17.65719208	26.69632925	0	4.826678368	0	0	0.911161731	6.853785901	5.974607916	0	10.61571125	2.370604504	0	0.653594771	0.228885328	5.185825411	8.628127696	0	0	0	42.47787611	0	0	0	0	0	0	0	3.755868545	1.601537476	0.258197779	0	0	10.54384018	4.648760331	3.836530442	13.34074486	0	0	0	0.371195249	0	13.40666896	6.896551724	1.586671956	23.63636364	0	0.708466171	10.20408163	0	0	0.340136054	7.929515419	10.70391872	2.639296188	0	4.905968929	33.06797306	18.25028969	0	0	1.757469244	1.208215868	2.811357886	0.940733772	3.561434749	9.639776763	6.475225225	7.202881152	0	3.540191587	7.268951194	11.40939597	0	1.326846528	0	0	37.10751665	9.948910998	0	2.093301435	3.665444852	1.017293998	13.07735114	39.5	11.28349788	0	0	19.2926045	0	0	0.820344545	0	0	0	0	0	6.266786034	7.142857143	3.731343284	11.64725458	10.46176046	24.44794953	4.868333702	2.228826152	0	0	0.388198758	0	8.33581423	8.484292593	107.7981651	0	2.248273647	0.720461095	0	7.518796992	1.640689089	11.21495327	2.149382053	0	39.31267899	0	2.443494197	4.35611217	5.257009346	4.06504065	0	4.767580453	0	0.917852226	0	1.812688822	9.576320371	5.349276274	0	2.640264026	0	3.523194363	17.40571902	11.44045762	16.79104478	0	2.452984464	0	0.728862974	0	0	9.292929293	10.64878722	1.165501166	1.266357113	0	19.72303819	41.83614178	0	16.51073198	16.41025641	7.184672698	8.010680908	2.034587996	0	54.49482896	8.489333914	8.620689655	8.243500317	50.02875216	0	2.352941176	82.65027322	13.153457	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
r1.518	0	0	0	0	0	0	0	0	0	25.68435282	0	15.8045977	0	15.90514748	10.6165782	0	0	0	0	0	1.336898396	0	0	0	0	1.638806949	0	0	0	5.596597269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111	0	0	0	0	0.873616773	0	0	0	0	0	0	0	0	0	0	0	234.9599793	0	2.54614895	0	3.615702479	0	0	0	0.604960678	0	0	0	0	2.821316614	0	0	0	14.16932341	3.265306122	0	0	0	0	0	0	0	4.905968929	0	0	0	0	0	0	0	0	23.40371407	0	0.281531532	1.200480192	0	4.164931279	1.038421599	0	0	0	0	0	0	0	41.21725732	0	0	0	0	0	0	0	0	19.2926045	0	0	0	0	0	0	0	0	6.565204417	0.840336134	2.870264064	0.415973378	0	0	256.6939588	0	3.12082033	0	125	0	8.633521882	13.2997019	0	0	0	0	0	0	0	19.75967957	0	0	0	0	15.27183873	0	0	0	0	0	0	0	0	41.08761329	0	0	0	0	0	0	5.5946954	1.040041602	0	0	0	0	0	0	0	0	0	10.1981352	0	0	0	0	2	0	0	14.90154337	0	445.2356731	0.838574423	0	14.80191554	0	0.317057705	8.625646924	0	0	0	1.011804384	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
r1.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2146.902655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.0201342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
r1.52	19.53875721	42.97994269	89.09287257	32.59911894	320.9828393	1662.925058	233.9506173	13.29665291	64.60945034	8.11084826	0	0.957854406	176.2589928	9.54308849	35.11637403	0	94.96327387	10.89028042	376.0607414	6.704980843	203.2085561	13.39712919	27.6854928	57.93269231	129.5938104	79.6460177	24.09638554	133.2209106	0	53.72733378	22.37926973	59.00086133	859.1027067	32.8923847	103.9929794	56.14035088	27.53801891	14.12300683	28.06788512	67.21433906	3.285317159	150.0353857	18.96483603	116.2890124	57.95206972	35.24834058	125.0360127	4.659188956	22.64150943	17.47233547	0.761035008	230.6784661	1.235076163	4.591836735	22.65451859	0	0	0	0	143.6619718	274.1832159	14.97547121	4.606365159	41.37492043	19.14539401	183.8842975	209.0075063	7.226236798	58.65102639	1.814882033	96.46494907	443.9495174	3.051106026	516.3286353	4.702194357	16.66005553	170	12.03007519	54.90612823	53.06122449	38.00475059	133.586879	45.91836735	127.5770925	77.64876633	175.9530792	38.70558376	9.675660943	281.6901408	398.8991889	11.03391908	15.21555368	47.15875806	8.457511075	32.0494799	11.28880527	164.5891631	345.5098935	61.93693694	29.11164466	7.785467128	4.997917534	30.11422638	375.8389262	6.451612903	1.769128704	17.23607264	0	17.60228354	1066.953482	0.385208012	96.29186603	45.98467178	32.55340793	195.0473011	17.5	249.1772449	90.46052632	383.2923833	3210.381259	16.10904585	10.59001513	245.2830189	208.8963964	4.025764895	28.55477855	503.0413625	0	320.5013429	18.06722689	57.9793341	2500.415973	1229.79798	24.44794953	12.83469794	1.857355126	17.83325903	95.19934906	1.940993789	3.327361147	21.43495088	771.3827104	493.883792	0	87.36149028	32.42074928	25.27707564	17.06188548	1.640689089	8.277703605	182.160129	1.557632399	129.3933871	10.80108011	7.941356139	9.528995372	16.93925234	24.3902439	0	37.54469607	43.90243902	11.01422671	0	27.19033233	503.4822983	706.1044682	0	11.22112211	9.661835749	23.48796242	317.2399503	24.96099844	15.39179104	10.08403361	582.1749796	58.47299814	15.06316812	0	1.465559355	9.696969697	54.22993492	634.9067599	59.5187843	1.044932079	67.56189677	14.52643812	0	129.8844249	923.7606838	10.91005854	68.09078772	8.138351984	27.67295597	11.13762928	213.1040488	73.27586207	1155.992391	149.5112133	132.2916667	201.5686275	15.71038251	13.82799325	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
r1.520	5.765534914	0	51.83585313	723.3480176	0	11.55496864	0	0	9.00032144	0	16.46090535	9.578544061	6.115107914	0.867553499	0	0	1.049317943	14.70187857	1.116569897	0	2.005347594	0.956937799	3.322259136	0.240384615	3.868471954	2.622091118	0	0.84317032	0	5.596597269	0	6.029285099	2.966258806	158.3839828	7.459412023	88.59649123	17.67365393	27.7904328	7.832898172	5.974607916	0.758150114	11.32342534	0.790201501	20.52159042	5.882352941	27.23735409	5.473926822	3.278688525	16.50943396	12.52184042	1.522070015	0	0	0.510204082	2.70869244	0	0	0	0	0	1.281229981	3.872966692	5.862646566	117.1228517	1.66481687	0.258264463	3.002502085	0	42.52199413	1.209921355	44.93708808	5.567928731	3.051106026	0.687521485	40.7523511	0	0	4.511278195	0	40	0	6.655574043	37.75510204	10.74889868	6.168359942	7.331378299	6.345177665	2.998092123	1.224739743	1.738122827	0.40866367	1.690617075	7.322788518	16.91502215	0.843407366	3.762935089	0.254388196	2.283105023	0.281531532	1.50060024	6.487889273	1.04123282	0	0	0.537634409	0	0	0	0	0	0	1.495215311	0.999666778	6.781959986	59.54368392	6	27.73859897	7.401315789	0	0	3.717472119	0	0	9.290540541	22.54428341	0	6.99513382	0	0.895255148	5.462184874	0.861079219	115.640599	16.59451659	0	1.99159106	0	10.25412394	8.136696501	3.105590062	0	6.847275975	0	0.382262997	0	0	0	0	0.2891845	12.71534044	0.801068091	2.149382053	9.345794393	0.260348867	27.00270027	0.610873549	0	3.504672897	0	0	0	0	24.7820101	0	0	2.901915264	0	0	1.320132013	9.661835749	1.761597181	25.07252383	0	0	16.80672269	0	68.15642458	22.83770651	23.79064235	0.97703957	0	1.380398344	2.03962704	5.065428451	1.044932079	1.678556441	46.48460198	0	1.100715465	0	4.789781799	78.77169559	0	8.805031447	1.193317422	4.353504571	5.747126437	2.219403932	0	0.520833333	2.352941176	2.049180328	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
r1.521	48.68673927	0	36.17710583	7.929515419	5.850234009	34.33476395	4.62962963	2.751031637	1.285760206	2.703616087	0	69.92337165	0.71942446	2.891844997	25.11229073	0	37.77544596	7.623196297	52.70209915	0	2.005347594	0	7.751937984	3.365384615	10.15473888	18.35463782	0	0.84317032	0	0	2.355712603	3.445305771	88.61698183	0	12.72487933	10.96491228	0.411015208	1.822323462	2.937336815	56.01194922	8.339651251	8.492569002	7.902015014	0	5.22875817	7.782101167	9.219245174	12.59706644	5.660377358	2.912055911	33.48554033	0	8.645533141	3.571428571	40.13789707	0	0	0	0	0.938967136	0.64061499	1.290988897	1.256281407	1.273074475	9.156492786	0	18.51542952	51.13952196	2.443792766	2.41984271	5.392450569	1.113585746	7.627765065	0	5.015673981	14.2800476	0	0	3.188097768	0	8.313539192	1.426194438	1.700680272	7.753303965	0	12.90322581	3.807106599	6.268738076	7.348438457	6.083429896	22.88516551	15.21555368	20.21089631	0.402738623	5.060444195	0.940733772	0.254388196	2.283105023	6.475225225	3.301320528	2.162629758	2.915451895	16.96088612	0	2.150537634	7.518796992	7.694675285	0	0	0.806668459	3.852080123	8.373205742	1.666111296	0.678195999	11.96438509	1	6.111894687	20.55921053	7.371007371	6.430868167	4.956629492	4.841149773	0	41.9481982	0.805152979	37.2960373	0	0	7.162041182	0.840336134	6.601607348	6.239600666	36.43578644	0	2.655454747	0.742942051	0.445831476	8.950366151	1.940993789	7.422574866	2.977076511	23.15982573	4.587155963	0	4.657138269	23.05475504	10.3052693	0.578368999	15.17637408	8.010680908	33.85276733	3.115264798	10.93465243	7.200720072	0	4.35611217	0	0	0	0	0	2.294630564	0	0	2.321532211	11.64254248	0	0.660066007	4.830917874	12.33118027	7.045171985	4.160166407	12.59328358	0	0	2.979515829	0.242954325	0	79.62872496	3.636363636	1.18319858	16.60839161	2.110595188	0	0.839278221	2.905287623	0	0	0.683760684	0.266098989	9.790832221	5.08646999	2.935010482	82.73667462	5.006530257	4.310344828	45.65630945	2.300172513	0.520833333	10.98039216	27.32240437	13.49072513	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
r1.522	0	0	5.399568035	15.85903084	1.950078003	2.641135688	0	4.585052728	7.393121183	0	0	12.93103448	9.712230216	2.602660497	0.408329931	0	39.34942288	0	0.893255918	0	2.673796791	4.784688995	4.429678848	0	3.868471954	1.311045559	0	5.059021922	0	2.462502798	5.889281508	12.0585702	42.26918799	0	26.32733655	0	0.411015208	2.277904328	62.33681462	5.227781927	8.592367956	3.184713376	47.80719083	0	8.278867102	4.577706569	12.96456353	15.70319241	1.886792453	6.988934188	0	0	10.29230136	1.530612245	20.93080522	0	0	0	0	1.877934272	3.523382447	9.295120062	0	0	7.214206437	4.390495868	0.500417014	6.11450806	8.308895406	0	48.23247454	1.855976244	0	0.687521485	10.34482759	2.380007933	0	0	0.354233085	0	0	16.63893511	0.340136054	6.872246696	9.615384615	4.692082111	1.903553299	0	0.612369871	0.289687138	0	0	27.53368483	1.208215868	1.96795052	0	5.596540321	18.51851852	6.756756757	0.300120048	4.757785467	0	2.422983731	10.06711409	0	8.845643521	0	0	0	0	6.163328197	0.897129187	72.64245252	0	11.12966055	0	2.350728726	0	0	4.593477262	0	3.025718608	22.96964725	0	0	0	10.94890511	0	0	0.840336134	0.574052813	0	20.2020202	0	53.55167072	1.857355126	0	0	53.57142857	1.791656002	2.977076511	0.229305205	17.20183486	0	2.087682672	8.645533141	0	9.54308849	0	1.068090788	6.448146158	26.47975078	0	1.350135014	0	0	8.177570093	0	0	1.191895113	0	2.753556677	0	0	2.031340685	5.349276274	0	1.320132013	0	1.761597181	3.108164111	2.600104004	9.328358209	0	0	0.372439479	5.83090379	0	0	6.868686869	7.296391244	0	0	3.657262278	2.098195552	3.486345148	0	0	0.341880342	6.652474721	20.91677793	93.59104781	0	0.795544948	4.5711798	10.77586207	1.268230818	2.875215641	4.6875	2.352941176	0.683060109	1.011804384	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]; g__; s__
